PERMNO,date,COMNAM,RET,sprtrn
88362,2011-12-30,NETEASE COM INC,-0.005323,0.008533
88362,2012-01-31,NETEASE COM INC,0.065998,0.043583
88362,2012-02-29,NETEASE COM INC,0.096423,0.040589
88362,2012-03-30,NETEASE COM INC,0.108356,0.031332
88362,2012-04-30,NETEASE INC,0.038210,-0.007497
88362,2012-05-31,NETEASE INC,0.033820,-0.062651
88362,2012-06-29,NETEASE INC,-0.056286,0.039555
88362,2012-07-31,NETEASE INC,-0.102634,0.012598
88362,2012-08-31,NETEASE INC,-0.014013,0.019763
88362,2012-09-28,NETEASE INC,0.078164,0.024236
88362,2012-10-31,NETEASE INC,-0.038119,-0.019789
88362,2012-11-30,NETEASE INC,-0.187778,0.002847
88362,2012-12-31,NETEASE INC,-0.030324,0.007068
88362,2013-01-31,NETEASE INC,0.114978,0.050428
88362,2013-02-28,NETEASE INC,0.104696,0.011061
88362,2013-03-28,NETEASE INC,0.068058,0.035988
88362,2013-04-30,NETEASE INC,0.029578,0.018086
88362,2013-05-31,NETEASE INC,0.133712,0.020763
88362,2013-06-28,NETEASE INC,-0.011888,-0.014999
88362,2013-07-31,NETEASE INC,0.008548,0.049462
88362,2013-08-30,NETEASE INC,0.110344,-0.031298
88362,2013-09-30,NETEASE INC,0.026293,0.029749
88362,2013-10-31,NETEASE INC,-0.070110,0.044596
88362,2013-11-29,NETEASE INC,0.063694,0.028049
88362,2013-12-31,NETEASE INC,0.094555,0.023563
88362,2014-01-31,NETEASE INC,-0.046183,-0.035583
88362,2014-02-28,NETEASE INC,-0.058557,0.043117
88362,2014-03-31,NETEASE INC,-0.027035,0.006932
88362,2014-04-30,NETEASE INC,0.011738,0.006201
88362,2014-05-30,NETEASE INC,0.050081,0.02103
88362,2014-06-30,NETEASE INC,0.101180,0.019058
88362,2014-07-31,NETEASE INC,0.072486,-0.01508
88362,2014-08-29,NETEASE INC,0.051999,0.037655
88362,2014-09-30,NETEASE INC,-0.027033,-0.015514
88362,2014-10-31,NETEASE INC,0.105767,0.023201
88362,2014-11-28,NETEASE INC,0.119405,0.024534
88362,2014-12-31,NETEASE INC,-0.061796,-0.004189
88362,2015-01-30,NETEASE INC,0.101977,-0.031041
88362,2015-02-27,NETEASE INC,-0.080732,0.054893
88362,2015-03-31,NETEASE INC,0.052579,-0.017396
88362,2015-04-30,NETEASE INC,0.217379,0.008521
88362,2015-05-29,NETEASE INC,0.106171,0.010491
88362,2015-06-30,NETEASE INC,0.024433,-0.021012
88362,2015-07-31,NETEASE INC,-0.043040,0.019742
88362,2015-08-31,NETEASE INC,-0.194835,-0.062581
88362,2015-09-30,NETEASE INC,0.080410,-0.026443
88362,2015-10-30,NETEASE INC,0.203213,0.082983
88362,2015-11-30,NETEASE INC,0.156992,0.000505
88362,2015-12-31,NETEASE INC,0.087484,-0.01753
88362,2016-01-29,NETEASE INC,-0.138490,-0.050735
88362,2016-02-29,NETEASE INC,-0.137889,-0.004128
88362,2016-03-31,NETEASE INC,0.071391,0.065991
88362,2016-04-29,NETEASE INC,-0.020059,0.002699
88362,2016-05-31,NETEASE INC,0.269154,0.015329
88362,2016-06-30,NETEASE INC,0.086482,0.000906
88362,2016-07-29,NETEASE INC,0.057189,0.03561
88362,2016-08-31,NETEASE INC,0.041514,-0.001219
88362,2016-09-30,NETEASE INC,0.135915,-0.001234
88362,2016-10-31,NETEASE INC,0.067323,-0.019426
88362,2016-11-30,NETEASE INC,-0.124946,0.034174
88362,2016-12-30,NETEASE INC,-0.039090,0.018201
88362,2017-01-31,NETEASE INC,0.179066,0.017884
